id,dataSetName,displayName,constellationName,mass,actualMass,source,catalogIdList,X,Y,Z,radius,ra,pmra,declination,pmdec,dec_deg,rs_cdeg,parallax,distance,radialVelocity,spectralClass,orthoSpectralClass,temperature,realStar,bprp,bpg,grp,luminosity,magu,magb,magv,magr,magi,other,anomaly,polity,worldType,fuelType,portType,populationType,techType,productType,milSpaceType,milPlanType,miscText1,miscText2,miscText3,miscText4,miscText5,miscNum1,miscNum2,miscNum3,miscNum4,miscNum5,notes
051b51c8-8a29-4bf9-a651-e52a8b667cd4,25 ly Curated,BD+68 946                          ,Draco,,,Simbad|GaiaDr2,PLX 4029|LSPM J1736+6820|ASCC   88385|2MASS J17362594+6820220|USNO-B1.0 1583-00174990|2E  3930|8pc 220.85|AG+68  732|BD+68   946|CCDM J17366+6822B|Ci 18 2354|Ci 20 1053|G 240-63|G 258-11|GAT  732|GC 23926|GCRV 10198|GEN# +0.06800946|GJ   687|HIC  86162|HIP  86162|IDS 17370+6826 A|IRAS 17366+6822|JP11   237|LFT 1364|LHS   450|LTT 15232|MCC 322|NLTT 45190|PPM  20469|SAO  17568|TYC 4428-1943-1|UBV   15039|UBV M   4844|Zkh 260|[RHG95]  2797|PLX 4029.00|1RXS J173627.2+682031|2E 1736.7+6822|RX J1736.4+6828|RX J1736.4+6820|WDS J17364+6820B|** STU   10B|[GHM2003] 2100|[ZEH2003] RX J1736.4+6820  1|UCAC4 792-027376|PM J17364+6820|Gaia DR1 1637645328881199360|WEB 14533|Gaia DR2 1637645127018395776|Karmn J17364+683                                                                                                                                                                                                                                                                                                                                       ,10.3458731875,2.2498572314,-10.3884040847,,264.1079132082,-320.636 ,68.3391400378, -1269.528,,,219.7807,14.833,-28.76,M3.0V          ,M,3344, true,,,,,11.73,10.65,     ~,8.3,     ~,,,,,,,,,,,,,@326850  ,Metallicity FeH min/maax 0.31 |-0.58,,,,,,,,
40eba96d-8eec-40f0-a7f1-c8234f3a043f,25 ly Curated,CD-25 10553                        ,Hydra,,,Simbad|GaiaDr2,PLX 3346|8pc 235.24A|CCDM J14495-2606A|CE 496|CSI-25 10553 21|GCRV 20389|GEN# -0.02510553A|GJ   563.2 A|HIC  72511|HIP  72511|IDS 14439-2540 A|L  622-8|LFT 1142|LHS   380|LPM 543|LTT  5883|NLTT 38457|[RHG95]  2340|WISEA J144932.33-260622.7|WDS J14497-2605A|GJ  9495 A|** LDS  508A|Gaia DR2 6228695270697905280|2MASS J14493338-2606205|PM 14467-2554A|UCAC4 320-076926|UCAC4 320-076924|PM J14495-2606E|CD-25 10553A|TYC 6751-1898-1,-6.7303558193,5.2725610231,-12.5573532786,,222.3885416667,48.2709,-26.1057777778, ~,,,48.2743,15.1916,-35,M1.5V          ,M,    , true,,,,,14.213,13.131,11.656,10.686,9.578,,,,,,,,,,,,,@9700113 ,Metallicity FeH min/maax      |     ,,,,,,,,
dfff35e4-8e1f-4f83-9df1-b6a1d46752a8,25 ly Curated,CD-40 9712                         ,Lupus,,,Simbad|GaiaDr2,PLX 3501|CD-40  9712|CF 13312|CPD-40  7021|Ci 20  934|GJ   588|HIC  76074|HIP  76074|IRAS 15288-4106|LFT 1208|LHS   397|LTT  6210|NLTT 40449|NSV  7119|TYC 7844-1976-1|UBV M   6108|Zkh 218|[RHG95]  2446|GEN# -0.04009712|2MASS J15321302-4116314|PLX 3501.00|[KWS97] Non-TTS  7|1RXS J153212.5-411640|RX J1532.2-4116|WISEA J153211.87-411642.7|PM J15322-4116|Gaia DR2 6002807341299977216|PM 15290-4105                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,-14.6707042033,-9.5287461328,8.1266587633,,233.0538859447,-1176.658 ,-41.2755921052, -1030.896,,,169.0074,19.289094,21.46,M2.5V          ,M,3555, true,,,,,11.918,10.815,9.311,8.265,6.947,,,,,,,,,,,,,@3518193 ,Metallicity FeH min/maax      |     ,,,,,,,,
468a98d3-6e77-4053-a264-459d99d0d28f,25 ly Curated,CD-44 11909                        ,Scorpius,,,Simbad|GaiaDr2,Gaia DR2 5955305209191546112|WISEA J173703.02-441918.8|TYC 7896-3808-1|PM J17370-4419|UCAC4 229-146141|AKARI-IRC-V1 J1737032-441915|IRAS 17334-4417|PM 17335-4416|PLX 3992|CD-44 11909|Ci 20 1046|GCRV 20417|GEN# -0.04411909|GJ   682|HIC  86214|HIP  86214|JP11   333|LFT 1358|LHS   451|LPM 649|LTT  7000|NLTT 45107|Zkh 258|[RHG95]  2779|2MASS J17370367-4419088|PLX 3992.00|** WDK    3A|WDS J17371-4419A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,14.3554459956,5.5925859662,-5.3964040662,,264.2652738466,-706.117 ,-44.3192135979, -937.912,,,199.7031,16.324124,-34.87,M3.5           ,M,3190, true,,,,,13.791,12.593,10.946,9.729,8.145,,,,,,,,,,,,,@11684206,Metallicity FeH min/maax      |     ,,,,,,,,
f04e8e10-2e45-4a63-9c42-cfb4d1bf19fa,25 ly Curated,CD-46 11540                        ,Ara,,,Simbad|GaiaDr2,PLX 3958|CD-46 11540|CF 16662|CPD-46  8664|Ci 20 1038|GEN# -0.04611540|GJ   674|HIC  85523|HIP  85523|IRAS 17248-4651|JP11   334|LFT 1351|LHS   449|LPM 645|LTT  6942|NLTT 44819|NSV 22079|PPM 762755|TYC 8346-37-1|UBV   14873|Zkh 255|[CS62] E7  64|[RHG95]  2761|2MASS J17283991-4653424|PLX 3958.00|1RXS J172839.7-465335|Gaia DR2 5951824121022278144|2XMM J172840.4-465349|WISEA J172840.53-465351.5|WISE J172840.55-465351.6|UCAC4 216-151217|PM J17286-4653                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,2.247420985,14.2387622618,-3.3553819946,,262.1664398339,572.582 ,-46.8951925684, -880.251,,,219.8012,14.8004,-2.9,M3V            ,M,3355, true,,,,,12.177,10.973,9.407,8.337,7.006,,,,,,,,,,,,,@3525635 ,Metallicity FeH min/maax -0.25|-0.25,,,,,,,,
c945adf1-5156-497a-a2ca-757fe315cab7,25 ly Curated,DENIS J025503.3-470049             ,Eridanus,,,Simbad|GaiaDr2,2MUCD 10158|2MASS J02550357-4700509|2MASSI J0255035-470050|NAME DENIS 0255-4700|DENIS J0255.0-4700|DENIS J025503.3-470049|Gaia DR2 4752399493622045696|WISEA J025504.75-470057.3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,-15.4117579911,3.3962921178,-1.7370506338,,43.7653937677,1011.244 ,-47.0142626015, -554.770,,,205.3266,15.876852,~        ,L9             ,L,1500, true,,,,,     ~,     ~,22.921,19.906,17.454,,,,,,,,,,,,,@3028054 ,Metallicity FeH min/maax      |     ,,,,,,,,
488bfb56-0ed9-4a95-93ff-540e84a312a1,25 ly Curated,DENIS J104814.6-395606             ,Antlia,,,Simbad|GaiaDr2,2MUCD 20385|2MASS J10481463-3956062|USNO-B1.0 0500-00227632|2MASSI J1048147-395606|[B2006] J104814.2-395609|DENIS J1048.0-3956|DENIS J104814.6-395606|DENIS J104814.7-395606|DENIS J104814.9-395604|WISEA J104813.47-395617.3|Gaia DR2 5393446658454453632|** NHR    2A|WDS J10482-3956A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,-2.1370537358,7.7609422196,-10.2587707448,,162.0607226113,-1179.177 ,-39.9352342252, -988.100,,,247.2157,13.04,-11,M8.5Ve:        ,M,2500, true,,,,,     ~,     ~,17.532,15.051,12.67,,,,,,,,,,,,,@1761540 ,Metallicity FeH min/maax      |     ,,,,,,,,
04a0ccbc-1e5f-471b-b93e-c4c4e9f0439e,25 ly Curated,EGGR 372                           ,Draco,,,Simbad|GaiaDr2,LSPM J1748+7052|USNO-B1.0 1608-00117171|2MASS J17480817+7052353|8pc 164.70|EGGR 372|G 240-72|GEN# +9.80240072|GJ  1221|LHS   455|LP   44-113|NLTT 45565|USNO 346|WD 1748+708|Zkh 268|PLX 4085.11|Gaia DR2 1638979384378696704|WISEA J174805.31+705247.5|WD 1748+70|PM J17481+7052                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,3.7529096779,-0.0077741663,19.4290624517,,267.0333040544,-1266.423 ,70.8766447765, 1108.868,,,160.9819,19.7882,~        ,DQ9P           ,D,5425, true,,,,,     ~,14.55,     ~,13.5,     ~,,,,,,,,,,,,,@327959  ,Metallicity FeH min/maax      |     ,,,,,,,,
bcbd66cc-ceb7-4faf-a5b0-b3baf2ffadee,25 ly Curated,EGGR 45                            ,Orion,,,Simbad|GaiaDr2,EGGR  45|8pc 155.00|CSI-04-05527|G 106-12|G  99-44|GEN# +9.80099044|GJ  9193|GJ   223.2|LHS    32|LP  658-2|NAME HL 4|NLTT 15811|PM 05526-0409|UBV    6031|UBV M  43006|USNO  20|USNO 702|WD 0552-002|WD 0552-041|Zkh  80|PLX 1363.02|Gaia DR2 3022956969731332096|2MASS J05550948-0410042|WISEA J055509.90-041031.2                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,-7.3235170805,-7.929655198,17.8547798086,,88.7897100615,535.319 ,-4.1686294948, -2316.961,,,155.2501,20.864,~        ,DZ11           ,D,4850, true,,,,,     ~,15.49,14.45,13.994,13.538,,,,,,,,,,,,,@845378  ,Metallicity FeH min/maax      |     ,,,,,,,,
1ab6aec0-ddbd-4207-a6fd-9b3b37c40dad,25 ly Curated,G 154-44                           ,Serpens,,,Simbad|GaiaDr2,8pc 132.60|G 154-44|G 155-1|GJ  1224|L  920-26|LHS  3359|NLTT 45963|PM 18047-1558|USNO 444|Zkh 273|[GKL99] 349|[RHG95]  2865|2MASS J18073292-1557464|PLX 4142.01|WISEA J180732.38-155750.6|Gaia DR2 4145870293808914688|UCAC4 371-118234|PM J18075-1557|EPIC 228162462|Karmn J18075-159|1RXS J180733.5-155747                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,3.4815978595,-24.8751705995,6.5505075418,,271.8868239656,-618.435 ,-15.9630741162, -347.100,,,125.5872,25.95775,-34.8,M4.0Ve         ,M,3183, true,,,,,     ~,15.44,13.48,12.08,10.31,,,,,,,,,,,,,@2563154 ,Metallicity FeH min/maax 0.05 |-0.05,,,,,,,,
691ccc2f-ee2c-4aa9-b63f-99661c0f20bf,25 ly Curated,G 157-77                           ,Pisces,,,Simbad|GaiaDr2,8pc 138.30|G 157-77|GEN# +9.80157077|GJ  1286|LHS   546|USNO 474|Zkh 351|[RHG95]  3715|2MASS J23351050-0223214|PLX 5703.11|Gaia DR2 2640434056928150400|WISEA J233511.02-022329.7|UCAC4 439-123945|PM J23351-0223|GALEX 2908236980274858545|EPIC 246333864|Karmn J23351-023|NLTT 57290                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,6.0880415182,-15.9600028853,-15.9943013865,,353.7935923511,781.668 ,-2.3890596655, -841.421,,,139.31,23.400932,-10.38,M5.0Ve         ,M,3060, true,,,,,     ~,16.6,14.69,14.447,     ~,,,,,,,,,,,,,@1366337 ,Metallicity FeH min/maax -0.04|-0.09,,,,,,,,
05c6f45c-239a-49e4-8cee-41a5bbcf9f3e,25 ly Curated,G 158-27                           ,Cetus,,,Simbad|GaiaDr2,PLX    9.0|2MASS J00064325-0732147|8pc 213.00|G 158-27|GEN# +9.80158027|GJ  1002|JP11  5942|LHS     2|NLTT   248|NSV 15022|PM 00042-0747|UBV M  53816|USNO 210|Zkh   3|[RHG95]    19|FBS L 10-3|FBS 0004-077|PLX    9.01|Gaia DR2 2441630500517079808|WISEA J000642.61-073237.0|UCAC4 413-000170|Karmn J00067-075                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,-0.5352448847,4.8823662491,-15.0263627511,,1.6799884556,-811.480 ,-7.5380622975, -1892.905,,,206.2134,15.808718,-33.7,M5.5V          ,M,3102, true,,,,,     ~,     ~,13.837,13.605,10.15,,,,,,,,,,,,,@1344702 ,Metallicity FeH min/maax -0.03|-0.13,,,,,,,,
500efa6e-3d02-420d-a548-a3c81bbfe5df,25 ly Curated,G 158-50                           ,Cetus,,,Simbad|GaiaDr2,2MASS J00152799-1608008|G 158-50|G 266-76|GEN# +9.80158050|GJ  1005|HIC   1242|HIP   1242|L  722-22|LFT   22|LHS  1047|LP  764-87|LTT   114|NLTT   763|PM 00129-1624|Zkh   4|PLX   40.01|WDS J00155-1608AB|** HEI  299|PM J00154-1608|TYC 5839-1083-1|[RHG95]    41|CCDM J00155-1608AB|Gaia DR2 2368293487260807040|WISEA J001528.52-160808.2|GCRV 26216|UCAC4 370-000307|Karmn J00154-161                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,11.0835312151,9.8301002528,6.7195809083,,3.8671287411,731.83 ,-16.1337862035, -607.73,,,200.53,16.2674,-26.43,M4V            ,M,3227, true,,,,,14.49,13.187,11.483,10.273,8.711,,,,,,,,,,,,,@1304634 ,Metallicity FeH min/maax -0.47|-0.47,,,,,,,,
d02306af-8f08-45cf-a51d-66c69b7b40ba,25 ly Curated,G 175-34                           ,Camelopardalis,,,Simbad|GaiaDr2,ASCC  176742|2MASS J04311147+5858375|USNO-B1.0 1489-00136092|8pc 181.36A|CCDM J04312+5858A|CSI+58-04268  1|GJ   169.1 A|IDS 04224+5849 A|JP11  5943|LHS    26|NLTT 13373|UBV    4295|USNO 120|USNO 807|Zkh  62|[RHG95]   780|LSPM J0431+5858W|WDS J04312+5858A|Gaia DR2 470826482635704064|IRAS 04268+5852|AKARI-IRC-V1 J0431126+585823|WISE J043113.20+585816.7|UCAC4 745-033846|WISEA J043113.21+585816.7|PM J04311+5858|NAME Stein 2051A|Karmn J04311+589|G 175-34|HIC  21088|HIP  21088|PM 04268+5854|NAME Stein 2051|** STI 2051A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,-3.0946083286,11.9326156324,10.6642432203,,67.7979921,1300.2 ,58.9770725, -2049.0,,,180.4215,16.3,28.8,M4.0Ve         ,M,3245, true,,,,,     ~,     ~,10.98,     ~,     ~,,,,,,,,,,,,,@270532  ,Metallicity FeH min/maax 0.49 |0.05 ,,,,,,,,
5c977dc0-0c90-488f-a4a5-2c2642ccea1a,25 ly Curated,G 184-19                           ,Hercules,,,Simbad|GaiaDr2,NLTT 46862|2MASS J18410977+2447143|USNO-B1.0 1147-00302902|G 184-19|GJ  1230 A|LHS  3405|Zkh 278|[GKL99] 360|[RHG95]  2935|LSPM J1841+2447S|WDS J18411+2447A|** LDS 6330A|PMSC 18370+2441Aab|PMSC 18370+2441A|UCAC4 574-067623|PM J18411+2447S|Gaia DR2 4535928365908540416|GJ  1230 C|Karmn J18411+247S                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,-14.2073375885,-11.6999079948,-6.6224853007,,280.2906599728,505.305 ,24.7873414543, 87.056,,,100.7234,19.56,-9,M4.5V          ,M,3213, true,,,,,     ~,14,     ~,11.982,     ~,,,,,,,,,,,,,@2785431 ,Metallicity FeH min/maax 0.37 |0.09 ,,,,,,,,
f50aa496-9dd0-407d-aa9d-20e3a625adf4,25 ly Curated,G 192-13                           ,Camelopardalis,,,Simbad|GaiaDr2,NLTT 15885|LSPM J0601+5935|2MASS J06011106+5935508|USNO-B1.0 1495-00160060|8pc 132.10|G 192-13|GJ  3378|L 1813-21|LHS  1805|LP   86-137|LTT 11755|[RHG95]   998|PLX 1373.01|WISEA J060110.89+593540.3|PM J06011+5935|Gaia DR2 999747822484300800|LFT  443                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,15.6635569155,-16.459271953,2.1207903088,,90.2960228416,-104.924 ,59.597190518, -928.756,,,129.4589,22.82,2,M4.0Ve         ,M,3301, true,,,,,     ~,13.31,     ~,10.7,     ~,,,,,,,,,,,,,@334780  ,Metallicity FeH min/maax 0.13 |-0.09,,,,,,,,
57c6aec7-ecbf-4505-a55c-5aa120436107,25 ly Curated,G 202-48                           ,Draco,,,Simbad|GaiaDr2,AC +54  1646|LSPM J1625+5418|TYC 3878-1193-1|ASCC  262633|USNO-B1.0 1443-00251675|8pc 151.93|AC +54  1646-56|CSI+54-16242|G 202-48|G 226-7|G 225-62|GJ   625|HIC  80459|HIP  80459|MCC 767|NLTT 42804|USNO 749|VVO 180|Zkh 226|[HFE83] 1175|[RHG95]  2589|2MASS J16252459+5418148|PLX 3740.03|WISEA J162525.14+541813.0|UCAC4 722-055464|StKM 2-1247|PM J16254+5418|Gaia DR1 1428427232690720000|GALEX 6371021398798766191|Gaia DR2 1428427236986209024|Karmn J16254+543|1RXS J162523.4+541811|WISE J162525.14+541813.0|** BWL   43A|WDS J16254+5418A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,-3.4160278726,-12.7169005286,-16.4924549138,,246.3525971214,432.073 ,54.3041015976, -171.668,,,154.471,21.104262,-13.06,M1.5V          ,M,3500, true,,,,,     ~,11.78,10.07,9.66,     ~,,,,,,,,,,,,,@399690  ,Metallicity FeH min/maax -0.17|-0.36,,,,,,,,
f1f79c6f-51cc-4ae8-9723-651de6b7fc2f,25 ly Curated,G 203-47                           ,Hercules,,,Simbad|GaiaDr2,WISEA J170931.87+434049.8|TYC 3084-558-1|WD 1708+437|PM J17095+4340|UCAC4 669-061850|LSPM J1709+4340|ASCC  416422|2MASS J17093153+4340531|USNO-B1.0 1336-00280975|G 203-47|GJ  3991|HIC  83945|HIP  83945|NLTT 44290|USNO 752|[RHG95]  2708|PLX 3899.01|G 203-47B|G 203-47A|Gaia DR2 1355264565043431040                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,22.5269181515,-5.2547858841,-7.1803628317,,257.3814286012,332.591 ,43.6813152334, -271.834,,,134.5971,24.220496,41.04,M3.5V          ,M,3286, true,,,,,     ~,13.46,13.671,11.511,     ~,,,,,,,,,,,,,@11682936,Metallicity FeH min/maax 0.46 |0.06 ,,,,,,,,
3fe59905-4939-41bf-863b-b94de32003ed,25 ly Curated,G 208-44                           ,Cygnus,,,Simbad|GaiaDr2,"2MASS J19535443+4424541|8pc 220.20A|G 208-44|GEN# +9.80208044|GJ  1245 A|LHS  3494|NLTT 48414|USNO 353|USNO 892|V* V1581 Cyg|Zkh 298|[GKL99] 378|[GKL99] 379|[RHG95]  3120|LSPM J1953+4424W|WDS J19539+4425Aa,Ab|** MCY    3|** GIC  159A|WDS J19539+4425A|2E  4298|1RXS J195354.7+442454|2E 1952.2+4416|HAT 155-00965|PMSC 19506+4410AC|Gaia DR2 2079073928612819840|8pc 220.20C|GJ  1245 C|PM J19539+4424W|UCAC4 673-080522|Karmn J19539+444WAB|Karmn J19539+444W|KIC 8451868                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ",-11.8382994064,-0.3043909669,5.4592685687,,298.4770088165,441.562 ,44.4142615456, -434.241,,,213.1329,13.04,3,M5.5Ve         ,M,2917, true,,,,,     ~,15.31,13.126,13.083,9.78,,,,,,,,,,,,,@152764  ,Metallicity FeH min/maax 0.01 |-0.14,,,,,,,,
68c9fd6d-ad06-49de-82b0-6e1b648c6745,25 ly Curated,G 254-29                           ,Camelopardalis,,,Simbad|GaiaDr2,2MASS J11474143+7841283|PLX 2722|AC +79  3883-0|LSPM J1147+7841|ASCC   34165|USNO-B1.0 1686-00047479|8pc 185.48|AC +79  3888|AC +79  3888-0|CSI+78-11446|G 254-29|GCRV  7135|GEN# +9.80254029|GEN# +6.10010445|GJ   445|HIC  57544|HIP  57544|JP11  5142|LFT  849|LHS  2459|LTT 13235|NLTT 28539|TYC 4553-192-1|Zkh 168|[RHG95]  1845|PLX 2722.00|UCAC4 844-010540|PM J11476+7841|Gaia DR1 1129149719617136384|WEB 10334|Gaia DR2 1129149723913123456                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,-9.2476520774,-14.1911783055,-2.583285529,,176.9224520995,748.111 ,78.6911609355, 480.604,,,190.2625,17.134234,-111.71,M4.0Ve         ,M,3322, true,,,,,     ~,12.741,     ~,10,     ~,,,,,,,,,,,,,@391571  ,Metallicity FeH min/maax 0.07 |-0.25,,,,,,,,
095fff73-6401-4feb-b806-4d86e1d21f88,25 ly Curated,G 258-33                           ,Draco,,,Simbad|GaiaDr2,LSPM J1818+6611|NLTT 46337|2MASS J18185725+6611332|USNO-B1.0 1561-00172493|8pc 137.50|G 258-33|GEN# +9.80258033|GJ  4053|LHS  3376|LP   71-165|USNO 554|[GKL99] 354|[RHG95]  2897|PLX 4228.11|RX J1818.9+6611|1RXS J181857.3+661135|UCAC4 781-028693|PM J18189+6611|Gaia DR2 2257597439718033536                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,3.6576194273,24.0562528436,-5.4192504381,,274.738468394,434.870 ,66.1925837291, -442.592,,,130.7722,24.928894,8.29,M4.5V          ,M,3182, true,,,,,     ~,15.29,     ~,13.096,     ~,,,,,,,,,,,,,@312477  ,Metallicity FeH min/maax 0.08 |-0.3 ,,,,,,,,
1271e285-eeb6-4f2d-ba15-5d01263bf7c5,25 ly Curated,G 272-61                           ,Cetus,,,Simbad|GaiaDr2,CCDM J01388-1758AB|IRAS 01365-1812|CCDM J01390-1756AB|EUVE J0139-17.9|WDS J01388-1758AB|IDS 01340-1828|** LUY  726|WISE J013903.93-175655.7|AKARI-IRC-V1 J0139031-175658|2E 0136.5-1812|EUVE J0138-17.9|PM 01364-1813|2RE J013859-175648|RX J0139.0-1757|[GS83]  71|1E 0136.5-1813|1ES 0136-18.2|2MASS J01390120-1757026|RBS   227|RE J0139-175|1RXS J013859.7-175715|1XRS 01364-182|1AXG J013901-1757|2E   455|2EUVE J0138-17.9|PLX  343.1|2RE J0138-175|RE J013900-175648|DENIS J013901.4-175702|GJ    65|L  726-8|StKM 2-145|[FS2003] 0059|UCAC2  24998154|UCAC4 361-001858|GCRV   921|G 272-61|NSV   577|BPS CS 31086-0027|JP11  5422|WISEA J013903.94-175655.8|Karmn J01390-179AB                                                                                                                                                                                                                                                                                                                                                        ,5.0313953501,-1.9903024649,6.8042487736,,24.7560539,3296.2 ,-17.9505681, 563.9,,,375,8.6933333333,29,M5.5V+M6V      ,M,    , true,,,,,     ~,13.93,12.08,11.782,8.93,,,,,,,,,,,,,@1297617 ,Metallicity FeH min/maax      |     ,,,,,,,,
dca95f1c-b252-439e-887a-a3125c3f2d42,25 ly Curated,G 41-14                            ,Cancer,,,Simbad|GaiaDr2,LSPM J0858+0828|NLTT 20670|2MASS J08585633+0828259|USNO-B1.0 0984-00186842|2RE J0858+082|2RE J085855+082754|G  41-14|G  46-14|GEN# +9.80041014|GJ  3522|IRAS 08562+0840|LHS  6158|LTT 12352|RBS   732|RE J0858+082|RE J085854+082822|UBV M  53553|[FS2003] 0491|[GKL99] 194|[RHG95]  1405|1RXS J085855.4+082825|EUVE J0858+08.4|RX J0858.9+0828|[ZEH2003] RX J0858.9+0828  1|PMSC 08535+0852|G  41-14A|G  41-14B|G  41-14C|** DEL    2|WDS J08589+0829AB|WISEA J085856.58+082822.9|UCAC4 493-053349|StKM 2-528|PM J08589+0828                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,7.7995459856,-2.8808158129,11.6483540739,,134.73467,371.2 ,8.4739078, -323.4,,,147.66,14.3114,53.44,M3.5V          ,M,3183, true,,,,,     ~,12.62,10.98,10.56,     ~,,,,,,,,,,,,,@1136192 ,Metallicity FeH min/maax -0.03|-0.11,,,,,,,,
daf2d515-2dbf-40ae-acb7-b689b494ed38,25 ly Curated,G 51-15                            ,Cancer,,,Simbad|GaiaDr2,PLX 2016.0|LSPM J0829+2646|UCAC2  41191231|2MASS J08294949+2646348|USNO-B1.0 1167-00167383|8pc 275.80|G  51-15|GEN# +9.80051015|GJ  1111|JP11  5934|JP11  5935|LHS   248|LTT 18058|NLTT 19635|PM 08269+2657|USNO 311|V* DX Cnc|Zkh 118|[GKL99] 181|[RHG95]  1326|PLX 2016.01|UCAC4 584-042341|PM J08298+2646|Gaia DR2 703790044252850688|Karmn J08298+267                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,0.1853742495,-0.8245791503,11.6417922897,,127.4556367657,-1113.745 ,26.776007437, -612.371,,,279.2901,11.67243,53.84,M6.5Ve         ,M,2936, true,,,,,     ~,16.87,     ~,14.736,     ~,,,,,,,,,,,,,@1089081 ,Metallicity FeH min/maax -0.15|-0.36,,,,,,,,
1edd9e76-b31f-410a-90e3-e7fc693d32d2,25 ly Curated,G 89-32                            ,Canis Minor,,,Simbad|GaiaDr2,NLTT 18152|ASCC 1030277|2MASS J07362513+0704431|USNO-B1.0 0970-00169908|LSPM J0736+0704|G  89-32|GJ  3454|LTT 17993|[GKL99] 171|[RHG95]  1201|WDS J07364+0705AB|WISEP J073625.27+070440.0|** HEN    3|8pc 162.00|G  89-32A|G  89-32B|UCAC4 486-041871|PM J07364+0704|Gaia DR2 3142052628981390464|WISE J073625.27+070440.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,9.7503366867,15.4326866737,18.6260440386,,114.1046592,241.7 ,7.0786498, -298.3,,,116.6,26.08,20,M4.5V          ,M,3115, true,,,,,     ~,14.99,13.24,12.78,     ~,,,,,,,,,,,,,@987897  ,Metallicity FeH min/maax 0.2  |-0.14,,,,,,,,
db187120-b8ec-41d8-9644-5fb6553ff80a,25 ly Curated,G 9-38                             ,Cancer,,,Simbad|GaiaDr2,USNO-B1.0 1097-00167487|2MASS J08581519+1945470|G   9-38|G  47-14|G  41-11|GSC 01397-01138|LTT 12343|RBS   730|StM 115|V* EI Cnc|[FS2003] 0490|[RHG95]  1398|1RXS J085816.5+194648|RX J0858.2+1946|WDS J08582+1945AB|** LDS 3836|LP  426-40|GJ  1116|UCAC3 220-97667|WISEA J085814.48+194546.5|PM J08582+1945N|UCAC4 549-046199,-9.067598506,5.2609390615,13.5828763274,,134.5627574,-862.0 ,19.7630445, -54.0,,,190,17.1578947368,13,M7V+M7V        ,M,3116, true,,,,,     ~,15.58,     ~,13.4,     ~,,,,,,,,,,,,,@1125676 ,Metallicity FeH min/maax -0.12|-0.12,,,,,,,,
341b6cc6-2763-42d8-821e-bf3254f5c005,25 ly Curated,G 99-49                            ,Orion,,,Simbad|GaiaDr2,LSPM J0600+0242|ASCC 1108823|UCAC2  32660403|2MASS J06000351+0242236|USNO-B1.0 0927-00097647|2RE J0600+024|2RE J060003+024237|8pc 186.20|G 106-17|G  99-49|GEN# +9.80099049|GJ  3379|IRAS 05574+0242|LTT 17897|NLTT 15908|TYC  134-605-1|UBV M  53731|[GKL99] 154|[RHG95]   999|PLX 1383.02|2EUVE J0600+02.7|EUVE J0600+02.7|1RXS J060003.4+024227|WISEA J060003.72+024223.5|UCAC4 464-013699|PM J06000+0242|Gaia DR2 3316364602541746048|Karmn J06000+027|** CRC    7A|WDS J06001+0242A|WISE J060003.70+024223.3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,6.815514901,-13.1167078066,6.8695511463,,90.0145994201,309.487 ,2.7065546608, -40.640,,,192.0675,16.3,30.23,M3.5Ve         ,M,3205, true,,,,,     ~,12.97,11.31,10.92,8.43,,,,,,,,,,,,,@860203  ,Metallicity FeH min/maax 0.15 |-0.17,,,,,,,,
